id	text	audio_url	translate_id	translate_text
1482	I don't speak Japanese.	http://www.manythings.org/tatoeba	5744	Tôi không biết nói tiếng Nhật.
1483	This is a pun.	http://www.manythings.org/tatoeba	9559499	Đó là một cách chơi chữ.
1484	Nobody understands me.	http://www.manythings.org/tatoeba	5745	Không ai hiểu được tôi hết.
1488	I just wanted to check my email.	http://www.manythings.org/tatoeba	421462	Tôi chỉ muốn kiểm tra hòm thư điện tử thôi.
1498	"Stop seeing me as a ""normal"" person!"	NULL	5746	"Đừng coi tôi như người ""bình thường""!"
1499	Are you referring to me?	http://www.manythings.org/tatoeba	3481620	Bạn đang nói về tôi à?
1508	"What's going on in the cave? I'm curious. ""I have no idea."""	NULL	9032763	"Có chuyện gì đang xảy ra bên trong cái hang đó nhỉ? Tôi tò mò quá đi mất thôi! ""Tôi không biết gì đâu."""
1510	Uh... How's that working?	NULL	5750	Ờ... cái đó sao rồi?
1511	"To tell you the truth, I am scared of heights. ""You are a coward!"""	NULL	5751	"Nói thật là tôi rất là sợ độ cao. ""Bạn nhát quá!"""
1512	Trust me, he said.	NULL	5752	Tin tôi đi, anh ấy nói.
1513	This is what I was looking for! he exclaimed.	NULL	5753	Đây đúng là thứ mà tôi đang tìm anh ta kêu lên.
1519	Someday I'll run like the wind.	http://www.manythings.org/tatoeba	5754	Sẽ có một ngày tôi sẽ chạy nhanh như gió.
1521	Please don't cry.	http://www.manythings.org/tatoeba	9559500	Làm ơn đừng khóc.
1522	Let me know if there is anything I can do.	http://www.manythings.org/tatoeba	9559501	Hãy cho tôi biết nếu có bất cứ điều gì tôi có thể làm.
1526	I want a boat that will take me far away from here.	http://www.manythings.org/tatoeba	9559502	Tôi muốn một chiếc thuyền sẽ đưa tôi đi xa khỏi nơi đây.
1527	"I feel like playing cards. ""So do I."""	NULL	5757	"Tôi muốn đánh bài. ""Tôi cũng vậy."""
1532	Communism will never be reached in my lifetime.	NULL	5758	Cộng sản sẽ chẳng bao giờ tồn tại đến đời của tôi.
1536	Place the deck of cards on the oaken table.	NULL	5759	Làm ơn để bộ bài trên bàn gỗ sồi.
1540	Why don't we go home?	http://www.manythings.org/tatoeba	5760	Sao mình không đi về đi?
1544	One million people lost their lives in the war.	http://www.manythings.org/tatoeba	9183343	Hàng triệu người đã mất mạng trong cuộc chiến tranh đó.
1550	Democracy is the worst form of government, except all the others that have been tried.	http://www.manythings.org/tatoeba	5762	Trong tất cả các loại hình chính phủ, dân chủ là tệ nhất, trừ mọi chính phủ mà đã tồn tại từ xưa đến giờ.
1552	It wasn't me, commissioner!	NULL	5763	Sếp à, không phải tôi đâu!
1553	Oh, my white pants! And they were new.	NULL	5764	Kìa mấy cái quần trắng của mình! Vẫn còn mới!
1555	When I left the train station, I saw a man.	NULL	5765	Khi tôi ra khỏi ga xe lửa, tôi gặp một gã đàn ông.
1559	Well, the night is quite long, isn't it?	http://www.manythings.org/tatoeba	5766	Đêm cũng dài quá ha?
1561	Did you miss me?	http://www.manythings.org/tatoeba	5767	Có nhớ tôi không?
1564	Thank you very much!	NULL	5768	Cám ơn bạn nhiều nghe!
1568	That's a good idea!	http://www.manythings.org/tatoeba	8974519	Đó là một ý kiến hay!
1569	Round trip? Only one-way.	NULL	5770	Vé khứ hồi phải không? Một chiều thôi.
1573	Pull into shape after washing.	NULL	5771	Xếp gọn gàng sau khi giặt xong.
1574	Wash before first wearing.	NULL	5772	Giặt trước khi mặc lần đầu.
1575	Don't open before the train stops.	NULL	5773	Đừng mở trước khi xe lửa ngừng lại.
1579	Oh, I'm sorry.	http://www.manythings.org/tatoeba	5774	Ờ, xin lỗi nghe.
1583	Poor is not the one who has too little, but the one who wants too much.	NULL	5775	Người nghèo không phải là người có quá ít mà là người muốn quá nhiều.
1584	Seeing that you're not surprised, I think you must have known.	NULL	5776	Anh có vẻ không bất ngờ nhỉ, chắc anh đã biết cả rồi.
1585	How long does it take to get to the station?	http://www.manythings.org/tatoeba	5777	Mất bao nhiêu thời gian để đi từ đay tới ga?
1586	This will be a good souvenir of my trip around the United States.	NULL	5778	Cái này sẽ là một kỷ niệm tốt của cuộc du ngoạn xung quanh nước Mỹ.
1589	"It is difficult to keep up a conversation with someone who only says ""yes"" and ""no""."	NULL	5780	"Rất là khó để nói chuyện với một người luôn luôn trả lời ""Có"" hay ""Không""."
1595	How do you feel? he inquired.	NULL	5782	Bạn thấy sao? anh ấy hỏi.
1596	It's quite difficult to master French in 2 or 3 years.	http://www.manythings.org/tatoeba	5783	Rất là khó để thành thạo tiếng Pháp trong hai hay ba năm.
1597	It's impossible for me to explain it to you.	http://www.manythings.org/tatoeba	9560016	Tôi không thể giải thích cho bạn.
1598	I don't want to spend the rest of my life regretting it.	NULL	5785	Tôi không muốn cả đời hối tiếc vì chuyện này.
1600	I would never have guessed that.	http://www.manythings.org/tatoeba	5786	Tôi cũng không đoán được.
1601	Imagination affects every aspect of our lives.	http://www.manythings.org/tatoeba	5787	Sự tưởng tượng ảnh hưởng đến mọi khía cạnh cuộc sống của chúng ta.
1604	I wonder how long it's going to take.	http://www.manythings.org/tatoeba	9560025	Tôi tự hỏi nó sẽ biết bao lâu.
1612	We can't sleep because of the noise.	http://www.manythings.org/tatoeba	5788	Chúng tôi không ngủ được vì ồn quá.
1615	Do whatever he tells you.	http://www.manythings.org/tatoeba	9560026	Làm bất cứ điều gì anh ấy nói với bạn.
1616	I can walk to school in 10 minutes.	http://www.manythings.org/tatoeba	9560027	Tôi có thể đi bộ tới trường trong 10 phút.
1617	It took me more than two hours to translate a few pages of English.	http://www.manythings.org/tatoeba	5790	Tôi tốn hơn hai tiếng để dịch vài trang tiếng Anh.
1618	It is already eleven.	http://www.manythings.org/tatoeba	5791	Đã mười một giờ rồi.
1622	What do you want?	http://www.manythings.org/tatoeba	537033	Bạn muốn gì?
1627	Paris is the most beautiful city in the world.	NULL	5792	Paris là một thành phố đẹp nhất thế giới.
1630	I have a dream.	http://www.manythings.org/tatoeba	5793	Tôi có ước mơ.
1631	This is my friend Rachel. We went to high school together.	NULL	5794	Đây là bạn tôi tên Rachel, chúng tôi học trường trung học với nhau.
1632	The cost of life increased drastically.	NULL	5795	Giá sinh hoạt đã nhất loạt tăng.
1635	But the universe is infinite.	NULL	5150292	Nhưng vũ trụ là vô hạn.
1637	And yet, the contrary is always true as well.	NULL	5797	Nhưng, sự trái ngược cũng luôn luôn có lý.
1642	You're by my side; everything's fine now.	NULL	5798	Có em bên cạnh thì bây giờ mọi thứ đều ổn cả rồi.
1643	What do you mean you don't know?!	NULL	5799	Ý cậu là cậu không biết hả?!
1644	You look stupid.	http://www.manythings.org/tatoeba	5800	Bạn nhìn ngốc quá.
1649	How do you say that in Italian?	http://www.manythings.org/tatoeba	5802	Trong tiếng Ý cái đó nói thế nào?
1650	I have to go shopping. I'll be back in an hour.	http://www.manythings.org/tatoeba	5801	Tôi đi mua sắm một chút. Một tiếng sau trở lại.
1653	Thanks, that's all.	NULL	5803	Cám ơn. Thôi nhé.
1659	It's not my fault!	NULL	5804	Không phải lỗi của tôi!
1660	I'd like to stay for one night.	http://www.manythings.org/tatoeba	9564999	Tôi muốn ở lại một đêm.
1664	Open your mouth!	http://www.manythings.org/tatoeba	5805	Mở miệng ra!
1665	Is it bad?	http://www.manythings.org/tatoeba	9565014	Nó có tồi không?
1666	I have lost my wallet.	NULL	510359	Tôi bị mất ví.
1674	There are too many things to do!	http://www.manythings.org/tatoeba	9565022	Có quá nhiều việc để làm!
1677	Don't you even think of eating my chocolate!	NULL	8974652	Đừng có mà nghĩ đến chuyện ăn sô-cô-la của tôi!
1679	Thanks to you I've lost my appetite.	http://www.manythings.org/tatoeba	5808	Nhờ ơn của bạn tôi hết còn thèm ăn.
1680	I really need to hit somebody.	http://www.manythings.org/tatoeba	5809	Tôi muốn đấm ai đó cho thỏa thích.
1681	Who doesn't know this problem?!	NULL	5810	Ai lại không biết về vấn đề này?!
1688	It's so hot that you could cook an egg on the hood of a car.	http://www.manythings.org/tatoeba	5811	Nóng đến nỗi mà có thể luộc trứng trên nóc xe.
1689	It is very hot today.	http://www.manythings.org/tatoeba	9565224	Hôm nay rất nóng.
1690	Nobody came.	http://www.manythings.org/tatoeba	5812	Không ai tới hết.
1698	Look at me when I talk to you!	http://www.manythings.org/tatoeba	5813	Làm ơn nhìn mặt tôi khi nói chuyện!
1700	What if you gave a speech and nobody came?	http://www.manythings.org/tatoeba	5814	Nếu bạn phát biểu nhưng không ai tới thì sao?
1711	And what are we going to do?	NULL	5816	Còn chúng tôi làm gì?
1712	I have a headache.	http://www.manythings.org/tatoeba	5817	Tôi bị nhức đầu.
1714	I must admit that I snore.	NULL	5818	Tôi phải nhận là tôi có ngáy...
1720	She's faking sleep. That's why she's not snoring.	NULL	9171884	Cô ấy đang giả vờ ngủ, thế nên cô ấy không ngáy.
1721	My shoes are too small. I need new ones.	http://www.manythings.org/tatoeba	5819	Giày của tôi bé quá, tôi cần đôi mới.
1722	We're getting out of here. The cops are coming.	http://www.manythings.org/tatoeba	5820	Mau rời khỏi đây. Cảnh sát tới bây giờ.
1723	Merry Christmas!	http://www.manythings.org/tatoeba	5821	Chúc mừng giáng sinh!
1725	"If you're tired, why don't you go to sleep? ""Because if I go to sleep now I will wake up too early."""	NULL	5822	"Nếu mệt thì ngủ một chút đi? ""Bây giờ mà ngủ thì sẽ dậy sớm lắm."""
1740	When you're trying to prove something, it helps to know it's true.	NULL	5823	Nếu muốn chứng minh điều gì thì trước hết phải biết là nó đúng đã.
1746	Anything that can be misunderstood will be.	http://www.manythings.org/tatoeba	5824	Cái gì dễ bị hiểu lầm thì sẽ luôn như vậy thôi.
1754	I'm starving!	http://www.manythings.org/tatoeba	5825	Tôi đói quá rồi!
1757	I have so much work that I will stay for one more hour.	NULL	5826	Tôi còn nhiều việc phải làm quá, chắc phải ở lại thêm một tiếng đồng hồ nữa.
1758	I am married and have two children.	http://www.manythings.org/tatoeba	5827	Tôi có chồng và hai đứa con.
1761	I'd like to study in Paris.	http://www.manythings.org/tatoeba	5828	Tôi muốn đi du học ở Paris.
1763	Why don't you eat vegetables?	http://www.manythings.org/tatoeba	5829	Sao không ăn rau vậy?
1766	The car crashed into the wall.	http://www.manythings.org/tatoeba	1575816	Chiếc xe hơi đã đâm vào tường.
1776	Who searches, finds.	NULL	5831	Tìm thì sẽ thấy.
1779	"Have you finished? ""On the contrary, I have not even begun yet."""	NULL	5832	"Xong chưa vậy? ""Tôi còn chưa bắt đầu nữa mà."""
1780	Good morning, said Tom with a smile.	NULL	5833	Chào buổi sáng Tom mỉm cười và nói.
1782	Wine is poetry filled in bottles.	NULL	9381346	Rượu vang là thơ ca đựng trong chai.
1784	I don't understand German.	http://www.manythings.org/tatoeba	509558	Tôi không hiểu tiếng Đức.
1786	I give you my word.	http://www.manythings.org/tatoeba	5834	Tôi hứa.
1801	I find foreign languages very interesting.	http://www.manythings.org/tatoeba	5835	Tôi thấy ngoại ngữ rất thú vị.
1802	I don't like learning irregular verbs.	http://www.manythings.org/tatoeba	10266999	Tôi không thích học các động từ bất quy tắc.
1804	Face life with a smile!	NULL	5836	Đối mặt sự sống với một nụ cười!
1806	You make me dream.	NULL	5837	Bạn khiến tôi mơ đấy.
1809	The vacation is over now.	http://www.manythings.org/tatoeba	5838	Kỳ nghỉ từ đây kết thúc.
1811	Evening dress is desired.	NULL	5839	Đầm dạ hội luôn được mong chờ.
1813	It's cold.	http://www.manythings.org/tatoeba	5840	Lạnh.
1814	I'm thirsty.	http://www.manythings.org/tatoeba	5841	Tôi khát nước.
1815	When I ask people what they regret most about high school, they nearly all say the same thing: that they wasted so much time.	NULL	5842	Khi tôi hỏi mọi người điều gì khiến họ cảm thấy tiếc nuối khi còn đi học thì phần đông đều trả lời rằng họ đã lãng phí quá nhiều thời gian.
1819	You did this intentionally!	NULL	5843	Bạn cố ý làm phải không!
1820	You didn't tell him anything?	NULL	5844	Bạn không nói với anh ấy cái gì à?
1824	Could you call again later, please?	http://www.manythings.org/tatoeba	5845	Bạn có thể gọi lại được không?
1825	Who am I talking with?	http://www.manythings.org/tatoeba	5846	Tôi đang nói chuyện với ai đây?
1826	I accept, but only under one condition.	http://www.manythings.org/tatoeba	5847	Tôi chấp nhận, nhưng có một điều kiện.
1858	It requires wisdom to understand wisdom: the music is nothing if the audience is deaf.	NULL	9035505	Để có thể hiểu được sự khôn ngoan thì cần phải có sự khôn ngoan. Âm nhạc sẽ chẳng còn ý nghĩa gì nếu người nghe là người điếc.
1860	I don't want to go to school.	http://www.manythings.org/tatoeba	3633470	Tôi không muốn đến trường.
1861	It's over between us. Give me back my ring!	NULL	5849	Chuyện giữa chúng ta kết thúc rồi. Trả lại tôi chiếc nhẫn!
1862	It is raining.	http://www.manythings.org/tatoeba	9001482	Trời đang mưa.
1863	I was planning on going to the beach today, but then it started to rain.	http://www.manythings.org/tatoeba	5851	Tôi tính đi ra biển chơi nhưng trời lại bắt đầu mưa.
1864	She's really smart, isn't she?	http://www.manythings.org/tatoeba	5160034	Cô ấy thực thông minh, có phải không?
1867	Justice is expensive.	NULL	5853	Công lý rất đắt.
1874	Tomorrow, I'm going to study at the library.	http://www.manythings.org/tatoeba	5854	Ngày mai tôi sẽ học ở thư viện.
1875	Too late.	http://www.manythings.org/tatoeba	5855	Muộn quá.
1878	Hello? Are you still here?	NULL	5856	Này, này, bạn còn ở đó không?
1881	I read a book while eating.	http://www.manythings.org/tatoeba	5857	Tôi đọc sách lúc ăn cơm.
1882	I slept a little during lunch break because I was so tired.	http://www.manythings.org/tatoeba	8974565	Vào giờ nghỉ trưa, vì quá mệt nên tôi đã chợp mắt một chút.
1890	We went to London last year.	NULL	8974555	Chúng tôi đã đi London vào năm ngoái.
1892	I lost my inspiration.	http://www.manythings.org/tatoeba	8974547	Tôi đã không còn hứng thú.
1894	If you don't have anything to do, look at the ceiling of your room.	NULL	8997640	Nếu bạn không có việc gì để làm, hãy nhìn lên trần nhà phòng bạn.
1957	The people who come on the Maury Povich show often make pretentious claims about their lovers cheating on them.	NULL	5872	Những người tham gia chương trình Maury Povich thường giả vờ rằng người yêu đang lừa dối họ.
1964	My friends say I'm a prolific writer, but I haven't written anything for months.	NULL	5873	Bạn bè tôi nói tôi là người viết nhiều nhưng mấy tháng rồi tôi chưa viết cái gì hêt.
1970	Johnson is a recluse; he prefers to isolate himself from the rest of the students in our class.	NULL	5874	Johnson là người hơi tự kỉ; anh ấy thích tách biệt mình với các học sinh khác trong lớp.
1981	I would like to retract my previous statement.	NULL	8974729	Tôi muốn rút lại lời tuyên bố trước của tôi.
1984	Tim is a huge fan of satirical comedy.	NULL	5876	Tim rất thích truyện cười mỉa mai.
1993	Jimmy tried to cajole his parents into letting him drive across the country with his friends.	NULL	5877	Jimmy cố thuyết phục bố mẹ để anh có thể đi vòng quanh đất nước với bạn.
2005	I cannot dance one single step of Salsa.	NULL	5878	Một bước Salsa tôi cũng không nhảy được.
2009	The murderer was convicted and sentenced to life in prison.	NULL	5879	Thằng giết người bị xử tù chung thân.
2012	The consensus indicates that we are opposed to the proposed idea.	NULL	5880	Cuộc biểu quyết chỉ ra rằng chúng ta phản đối ý kiến được đưa ra.
2015	I find words with concise definitions to be the easiest to remember.	NULL	5881	Tôi thấy những từ mà giải thích ngắn gọn thì luôn dễ nhớ nhất.
2022	I dreamt about you.	http://www.manythings.org/tatoeba	5882	Tôi mơ đến bạn.
2024	I won't lose!	http://www.manythings.org/tatoeba	5883	Tôi không thua đâu!
2026	Classes are starting again soon.	http://www.manythings.org/tatoeba	5884	Sắp vô tiết rồi.
2031	But you've never told me about this!	NULL	5885	Nhưng bạn chưa nói tôi về chuyện này mà!
2035	I have to do laundry while it's still sunny.	NULL	5886	Tôi phải giặt đồ trong khi trời còn nắng.
2037	You had plenty of time.	http://www.manythings.org/tatoeba	5887	Bạn còn rất nhiều thời gian.
2039	Come on! Talk to me, Trang.	NULL	5888	Thôi nào! Nói chuyện với mình đi Trang.
2040	I'm almost done.	http://www.manythings.org/tatoeba	5889	Tôi sắp xong rồi.
2046	It's driving me crazy.	http://www.manythings.org/tatoeba	5890	Cái này làm tôi phát điên mất!
2047	Did you say that I could never win?	http://www.manythings.org/tatoeba	5891	Bạn vừa nói rằng tôi không thể thắng được à?
2048	It's all dark outside.	NULL	5892	Bên ngoài trời rất tối.
2055	I am too old for this world.	NULL	5893	Tôi đã quá già cho thế giới này.
2061	It is never too late to learn.	http://www.manythings.org/tatoeba	5894	Không bao giờ trễ quá để học hỏi.
2063	He told me the story of his life.	http://www.manythings.org/tatoeba	5895	Anh ấy nói với tôi chuyện đời của anh.
2066	What are you talking about?	http://www.manythings.org/tatoeba	5896	Bạn đang nói cái gì vậy?
2075	I have class tomorrow.	http://www.manythings.org/tatoeba	5897	Tôi có lớp ngày mai.
2076	I can't believe it!	http://www.manythings.org/tatoeba	5898	Tôi không tin!
2077	"Thank you. ""You're welcome."""	NULL	5899	"Cám ơn. ""Không có chi."""
2079	Winter is my favorite season.	http://www.manythings.org/tatoeba	3534096	Mùa đông là mùa tôi thích nhất.
2084	We walked a lot.	http://www.manythings.org/tatoeba	5902	Chúng tôi đã đi bộ rất nhiều.
2087	Hold on, someone is knocking at my door.	NULL	5903	Chờ tí, có ai đang gõ cửa.
2089	He's sleeping like a baby.	http://www.manythings.org/tatoeba	407109	Anh ấy ngủ say như một đứa bé.
2092	You're sick. You have to rest.	http://www.manythings.org/tatoeba	5904	Bạn bị ốm rồi, nghỉ ngơi cho nhiều đi.
